,time,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,ground_truth,timeseries_id,noise,n_species,did,n_timeseries,n_timepoints,sampling_scheme
0,0.0,0.04,0.05,0.01,0.02,0.02,0.07,0.01,0.09,0.07,0.03,10_sp_aij_34,36656,0.1,10,5622,5,30,even
1,0.9090909090909092,0.0401716111319863,0.0907318375812903,0.0089263500573911,0.0364249872478234,0.0265392321613916,0.1078396173788549,0.0091310099140924,0.0593349613004927,0.0791442402643032,0.0407442407131371,10_sp_aij_34,36656,0.1,10,5622,5,30,even
2,1.8181818181818183,0.0519262853085018,0.12982750367957,0.0094452692242264,0.0666811720108729,0.022872419191841,0.1785875122529477,0.0100851660070558,0.0491316311784041,0.0906672688775195,0.0567426945823966,10_sp_aij_34,36656,0.1,10,5622,5,30,even
3,3.0303030303030303,0.0691439030812652,0.2492156300591523,0.0092434145398345,0.1772057690215439,0.0186485568289208,0.2368249739645776,0.0122848560019257,0.0284117230550418,0.0801329882652754,0.0788469593312975,10_sp_aij_34,36656,0.1,10,5622,5,30,even
4,3.939393939393939,0.1045919663867686,0.2859581535357059,0.0122885779398025,0.2266798202666596,0.0152096522825307,0.2155633406866744,0.0118718449187092,0.0262393944212848,0.0789087486938794,0.1019095273886997,10_sp_aij_34,36656,0.1,10,5622,5,30,even
5,5.151515151515151,0.1497643682060615,0.2949241881119471,0.0217367475068418,0.3546195388654916,0.0150112751564856,0.3176040022100221,0.0099987070557947,0.0143654567011782,0.0916690192121044,0.1813421598775086,10_sp_aij_34,36656,0.1,10,5622,5,30,even
6,6.0606060606060606,0.2088554043793879,0.3436909860748567,0.0359791421278715,0.4504021758397356,0.0139440830254952,0.3144614468405819,0.0097353930080544,0.0108231416353464,0.1044724202478615,0.327601001755281,10_sp_aij_34,36656,0.1,10,5622,5,30,even
7,6.96969696969697,0.2978869473593574,0.279983922482096,0.0569570703017146,0.5337878003226953,0.0114801659088181,0.2242042321529586,0.0104646979784148,0.0052063361403143,0.0888581747378802,0.3432119320093191,10_sp_aij_34,36656,0.1,10,5622,5,30,even
8,8.181818181818182,0.3420048599146557,0.3765526188913817,0.1193294644288606,0.5023900146060446,0.0107298052540152,0.2165083494638036,0.013460153500423,0.0032903723242112,0.0938821772919527,0.4745720239393108,10_sp_aij_34,36656,0.1,10,5622,5,30,even
9,9.090909090909092,0.2363372787402461,0.3695974371039415,0.1416900919556772,0.4631198498650249,0.0133205024738602,0.2251917262858362,0.0133084146652486,0.002703385760536,0.0858812909530038,0.4240098313874809,10_sp_aij_34,36656,0.1,10,5622,5,30,even
10,10.303030303030305,0.2500911225081636,0.3270212306469862,0.1562205410449972,0.4260201544449999,0.016740375289847,0.2315723528367132,0.0203727664323362,0.0027877579626691,0.082011987583179,0.313181406135111,10_sp_aij_34,36656,0.1,10,5622,5,30,even
11,11.212121212121213,0.2164837468916062,0.2954848481053805,0.1818756790666945,0.3855153164633398,0.0186286184758474,0.2319234667709121,0.0225206175829529,0.0,0.0770366713758783,0.3746861236611111,10_sp_aij_34,36656,0.1,10,5622,5,30,even
12,12.12121212121212,0.2717280472803793,0.3209096348027626,0.2117464992232725,0.5206083956182631,0.024822670654474,0.2783568636622914,0.0354186871647791,0.0,0.0703831452346078,0.4861578250732711,10_sp_aij_34,36656,0.1,10,5622,5,30,even
13,13.333333333333334,0.2913946747023512,0.2982818063359104,0.2995664418585822,0.5539911986061129,0.0216901377505908,0.2711578755939179,0.0578667329856686,0.0,0.1143221019627792,0.5039711401988106,10_sp_aij_34,36656,0.1,10,5622,5,30,even
14,14.242424242424242,0.3793057335968733,0.3096715066263153,0.2223668846982781,0.5937558214917147,0.023830241802802,0.2296576210662735,0.0854485290689631,0.0,0.1124128375125504,0.5039333354726546,10_sp_aij_34,36656,0.1,10,5622,5,30,even
15,15.454545454545457,0.3429821940254549,0.3255901156349604,0.2100100153317455,0.5470836457467066,0.0237515264144718,0.2096538678520599,0.0942014359592208,0.0,0.1294549013597349,0.6572064506875197,10_sp_aij_34,36656,0.1,10,5622,5,30,even
16,16.363636363636363,0.4806459646626949,0.2887666899503708,0.2428023202989428,0.6254826857057952,0.0285751987116104,0.2008023945601733,0.0816365335194136,0.0,0.1372510020375538,0.6473984588304412,10_sp_aij_34,36656,0.1,10,5622,5,30,even
17,17.575757575757578,0.5231401749742575,0.5741952057817366,0.2373710794071351,0.6968901828114132,0.0342310103065336,0.2074231779673539,0.1327871187309196,0.0,0.1211379320191906,0.7157765652678649,10_sp_aij_34,36656,0.1,10,5622,5,30,even
18,18.484848484848484,0.4876692973646744,0.5470228330871774,0.2495938253229432,0.7262974289976989,0.0462286822725583,0.2189587435777232,0.1222337903247975,0.0,0.1099079367256555,0.6341044864947444,10_sp_aij_34,36656,0.1,10,5622,5,30,even
19,19.393939393939394,0.5297551448511655,0.4122254207666462,0.2928317278035081,0.6686410180450596,0.0700813904126042,0.1928442380888419,0.1291065307877881,0.0,0.103385425943172,0.562077767211212,10_sp_aij_34,36656,0.1,10,5622,5,30,even
20,20.60606060606061,0.4327376494099525,0.4518518401122459,0.2962647326802072,0.68935135937771,0.0843174003525157,0.185406537900073,0.155344137404817,0.0,0.08517052210426,0.7823667175432353,10_sp_aij_34,36656,0.1,10,5622,5,30,even
21,21.51515151515152,0.5643235939607703,0.3991819966209822,0.3023351926322128,0.668360975628715,0.0946972469755731,0.1699626555998223,0.1286684244974907,0.0,0.0912887886061185,0.5893861108328958,10_sp_aij_34,36656,0.1,10,5622,5,30,even
22,22.727272727272727,0.5022452791353207,0.4741341544818985,0.3058301700926974,0.6652991469440678,0.0796450360608105,0.1268760999044624,0.1488405750480034,0.0,0.0923338150135917,0.6900063503510353,10_sp_aij_34,36656,0.1,10,5622,5,30,even
23,23.63636363636364,0.524569862214871,0.6054051681214491,0.3274333840006782,0.8985317513451851,0.100236752121556,0.1096959745290242,0.1784438154678365,0.0,0.088551722305768,0.7154608568869797,10_sp_aij_34,36656,0.1,10,5622,5,30,even
24,24.545454545454547,0.5445353499572421,0.4118790797394044,0.3337252810013116,0.6060383440546199,0.1207655160216041,0.1486595672315066,0.1638055723498399,0.0,0.0907983619177688,0.7503864075830874,10_sp_aij_34,36656,0.1,10,5622,5,30,even
25,25.75757575757576,0.6085996158773068,0.4235469990007512,0.2653539232880499,0.7611318381168157,0.1469070494677138,0.1172223569004117,0.1367106497698787,0.0,0.0812035400020182,0.922455705052495,10_sp_aij_34,36656,0.1,10,5622,5,30,even
26,26.666666666666668,0.6367993247228381,0.4761465018257708,0.2406553359401024,0.8027087931439597,0.2072279566521565,0.1288608988353964,0.1715756883402998,0.0,0.0913237405635313,0.7795908663330307,10_sp_aij_34,36656,0.1,10,5622,5,30,even
27,27.87878787878788,0.456120044228241,0.450307612256923,0.2710989175712329,0.941063128252937,0.1708922899680281,0.1591069724478074,0.1810788477511756,0.0,0.0807936665500598,0.7419067400293377,10_sp_aij_34,36656,0.1,10,5622,5,30,even
